text,pattern_type,pattern_name,manipulative_phrases
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Please print and mail this form to cancel,5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (48h response time),5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Fill this 10-page form to delete account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
Visit our office during business hours to close account,5,obstruction,call|form|contact|wait|office hours|mail
"To cancel, please call between 9-5 M-F",5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (24h response time),5,obstruction,call|form|contact|wait|office hours|mail
Contact support for cancellation (3-5 business days response time),5,obstruction,call|form|contact|wait|office hours|mail
